socio;;;;;
17;;;;;
20;;;;;
22;;;;;
29;;;;;
30;;;;;
32;;;;;
33;;;;;
38;;;;;
39;;;;;
42;;;;;
45;;;;;
48;;;;;
56;;;;;
57;;;;;
59;;;;;
61;;;;;
63;;;;;
65;;;;;
69;;;;;
70;;;;;
72;;;;;
73;;;;;
74;;;;;
76;;;;;
80;;;;;
82;;;;;
89;;;;;
98;;;;;
101;;;;;
103;;;;;
104;;;;;
121;;;;;
124;;;;;
125;;;;;
127;;;;;
129;;;;;
133;;;;;
137;;;;;
138;;;;;
141;;;;;
143;;;;;
144;;;;;
146;;;;;
152;;;;;
157;;;;;
159;;;;;
160;;;;;
164;;;;;
168;;;;;
169;;;;;
171;;;;;
172;;;;;
179;;;;;
181;;;;;
182;;;;;
184;;;;;
187;;;;;
188;;;;;
197;;;;;
202;;;;;
203;;;;;
208;;;;;
210;;;;;
213;;;;;
215;;;;;
223;;;;;
229;;;;;
230;;;;;
233;;;;;
234;;;;;
235;;;;;
241;;;;;
242;;;;;
243;;;;;
249;;;;;
257;;;;;
259;;;;;
270;;;;;
272;;;;;
279;;;;;
296;;;;;
298;;;;;
300;;;;;
302;;;;;
300;;;;;
313;;;;;
317;;;;;
318;;;;;
324;;;;;
326;;;;;
335;;;;;
341;;;;;
342;;;;;
348;;;;;
350;;;;;
354;;;;;
357;;;;;
359;;;;;
364;;;;;
367;;;;;
369;;;;;
373;;;;;
374;;;;;
378;;;;;
382;;;;;
396;;;;;
405;;;;;
408;;;;;
418;;;;;
422;;;;;
431;;;;;
433;;;;;
438;;;;;
439;;;;;
444;;;;;
448;;;;;
449;;;;;
452;;;;;
453;;;;;
455;;;;;
460;;;;;
470;;;;;
481;;;;;
485;;;;;
491;;;;;
505;;;;;
507;;;;;
511;;;;;
514;;;;;
515;;;;;
516;;;;;
531;;;;;
532;;;;;
537;;;;;
538;;;;;
544;;;;;
547;;;;;
549;;;;;
553;;;;;
557;;;;;
558;;;;;
562;;;;;
567;;;;;
568;;;;;
570;;;;;
578;;;;;
583;;;;;
584;;;;;
603;;;;;
609;;;;;
610;;;;;
611;;;;;
613;;;;;
614;;;;;
615;;;;;
618;;;;;
621;;;;;
627;;;;;
630;;;;;
636;;;;;
649;;;;;
651;;;;;
653;;;;;
657;;;;;
661;;;;;
663;;;;;
664;;;;;
668;;;;;
669;;;;;
670;;;;;
674;;;;;
675;;;;;
677;;;;;
678;;;;;
680;;;;;
681;;;;;
682;;;;;
690;;;;;
692;;;;;
694;;;;;
696;;;;;
699;;;;;
701;;;;;
711;;;;;
713;;;;;
715;;;;;
717;;;;;
720;;;;;
723;;;;;
728;;;;;
735;;;;;
736;;;;;
757;;;;;
773;;;;;
774;;;;;
776;;;;;
778;;;;;
780;;;;;
781;;;;;
789;;;;;
791;;;;;
794;;;;;
795;;;;;
796;;;;;
797;;;;;
799;;;;;
803;;;;;
806;;;;;
808;;;;;
810;;;;;
811;;;;;
813;;;;;
814;;;;;
820;;;;;
823;;;;;
826;;;;;
831;;;;;
835;;;;;
844;;;;;
846;;;;;
848;;;;;
849;;;;;
850;;;;;
853;;;;;
855;;;;;
856;;;;;
859;;;;;
861;;;;;
868;;;;;
869;;;;;
870;;;;;
873;;;;;
874;;;;;
875;;;;;
876;;;;;
877;;;;;
878;;;;;
883;;;;;
885;;;;;
890;;;;;
891;;;;;
895;;;;;
896;;;;;
898;;;;;
902;;;;;
903;;;;;
906;;;;;
908;;;;;
912;;;;;
914;;;;;
915;;;;;
917;;;;;
920;;;;;
921;;;;;
922;;;;;
923;;;;;
927;;;;;
930;;;;;
934;;;;;
934;;;;;
934;;;;;
935;;;;;
942;;;;;
943;;;;;
946;;;;;
950;;;;;
951;;;;;
952;;;;;
953;;;;;
954;;;;;
956;;;;;
957;;;;;
965;;;;;
966;;;;;
967;;;;;
968;;;;;
970;;;;;
971;;;;;
972;;;;;
974;;;;;
977;;;;;
979;;;;;
982;;;;;
983;;;;;
984;;;;;
987;;;;;
988;;;;;
989;;;;;
991;;;;;
995;;;;;
996;;;;;
997;;;;;
998;;;;;
1000;;;;;
1003;;;;;
1004;;;;;
1012;;;;;
1014;;;;;
1012;;;;;
1018;;;;;
1019;;;;;
1020;;;;;
1021;;;;;
1022;;;;;
1023;;;;;
1025;;;;;
1026;;;;;
1028;;;;;
1032;;;;;
1033;;;;;
1034;;;;;
1036;;;;;
1039;;;;;
1040;;;;;
1041;;;;;
1043;;;;;
1045;;;;;
1047;;;;;
1050;;;;;
1051;;;;;
1054;;;;;
1055;;;;;
1061;;;;;
1063;;;;;
1068;;;;;
1069;;;;;
1070;;;;;
1071;;;;;
1075;;;;;
1076;;;;;
1078;;;;;
1079;;;;;
1081;;;;;
1082;;;;;
1083;;;;;
1084;;;;;
1086;;;;;
1087;;;;;
1092;;;;;
1093;;;;;
1094;;;;;
1095;;;;;
1096;;;;;
1097;;;;;
1098;;;;;
1100;;;;;
1102;;;;;
1103;;;;;
1104;;;;;
1107;;;;;
1108;;;;;
1109;;;;;
1110;;;;;
1111;;;;;
1112;;;;;
1116;;;;;
1117;;;;;
1119;;;;;
1121;;;;;
1124;;;;;
1125;;;;;
1126;;;;;
1127;;;;;
1128;;;;;
1131;;;;;
1133;;;;;
1136;;;;;
1138;;;;;
1141;;;;;
1144;;;;;
1145;;;;;
1146;;;;;
1147;;;;;
1148;;;;;
1149;;;;;
1151;;;;;
1153;;;;;
1154;;;;;
1156;;;;;
1158;;;;;
1159;;;;;
1160;;;;;
1161;;;;;
1163;;;;;
1164;;;;;
1165;;;;;
1167;;;;;
1170;;;;;
1171;;;;;
1173;;;;;
1174;;;;;
1175;;;;;
1176;;;;;
1178;;;;;
1179;;;;;
1180;;;;;
1181;;;;;
1182;;;;;
1183;;;;;
